,Timestamp,Acc-x, Acc-y, Acc-z,Time
65,1640245362753,-1.6397051,2.9805741,8.995022,2021:12:23:16:42:42.753
66,1640245362773,-1.6930045,2.9464386,9.032751,2021:12:23:16:42:42.773
67,1640245362794,-1.6834226,2.9081109,9.046525,2021:12:23:16:42:42.794
68,1640245362814,-1.6301231,2.898529,9.042333,2021:12:23:16:42:42.814
69,1640245362836,-1.5870045,2.90332,9.046525,2021:12:23:16:42:42.836
70,1640245362853,-1.6013774,2.893738,9.051315,2021:12:23:16:42:42.853
71,1640245362876,-1.6636598,2.8841562,9.032751,2021:12:23:16:42:42.876
72,1640245362897,-1.6930045,2.8793652,9.051315,2021:12:23:16:42:42.897
73,1640245362918,-1.649287,2.9081109,9.032751,2021:12:23:16:42:42.918
74,1640245362939,-1.5965865,2.9129019,9.018378,2021:12:23:16:42:42.939
75,1640245362959,-1.6205412,2.898529,9.018378,2021:12:23:16:42:42.959
76,1640245362975,-1.6588689,2.8841562,9.018378,2021:12:23:16:42:42.975
77,1640245362998,-1.7313321,2.8793652,9.065688,2021:12:23:16:42:42.998
78,1640245363021,-1.7504959,2.8506196,9.046525,2021:12:23:16:42:43.021
79,1640245363039,-1.7025864,2.8362465,9.032751,2021:12:23:16:42:43.039
80,1640245363059,-1.6253322,2.8602014,9.075271,2021:12:23:16:42:43.059
81,1640245363079,-1.6157503,2.8649924,9.112999,2021:12:23:16:42:43.079
82,1640245363098,-1.644496,2.8362465,9.023169,2021:12:23:16:42:43.098
83,1640245363120,-1.6205412,2.893738,9.037541,2021:12:23:16:42:43.120
84,1640245363140,-1.6397051,2.8793652,9.004603,2021:12:23:16:42:43.140
85,1640245363158,-1.8469139,2.7781563,9.080061,2021:12:23:16:42:43.158
86,1640245363179,-1.8564959,2.7781563,9.051315,2021:12:23:16:42:43.179
87,1640245363199,-1.745705,2.8362465,9.008796,2021:12:23:16:42:43.199
88,1640245363223,-1.6546768,2.922484,9.037541,2021:12:23:16:42:43.223
89,1640245363242,-1.6834226,2.9560206,8.990231,2021:12:23:16:42:43.242
90,1640245363258,-1.7648689,2.90332,8.990231,2021:12:23:16:42:43.258
91,1640245363281,-1.740914,2.8649924,9.018378,2021:12:23:16:42:43.281
92,1640245363306,-1.6157503,2.8649924,9.075271,2021:12:23:16:42:43.306
93,1640245363320,-1.7169592,2.7542014,9.11779,2021:12:23:16:42:43.320
94,1640245363344,-1.8127784,2.6482015,9.108209,2021:12:23:16:42:43.344
95,1640245363359,-1.7888236,2.6529925,9.112999,2021:12:23:16:42:43.359
96,1640245363382,-1.740914,2.7206647,9.084253,2021:12:23:16:42:43.382
97,1640245363401,-1.7792417,2.806902,9.02796,2021:12:23:16:42:43.401
98,1640245363423,-1.9091964,2.917693,9.018378,2021:12:23:16:42:43.423
99,1640245363442,-2.043942,3.0332747,8.867463,2021:12:23:16:42:43.442
100,1640245363460,-1.9954336,3.1296928,8.872253,2021:12:23:16:42:43.460
101,1640245363483,-1.9954336,3.3896022,8.867463,2021:12:23:16:42:43.483
102,1640245363507,-1.6498859,3.504585,8.650672,2021:12:23:16:42:43.507
103,1640245363529,-1.1689935,3.6345398,8.584796,2021:12:23:16:42:43.529
104,1640245363540,-1.5199311,3.4662573,8.98544,2021:12:23:16:42:43.540
105,1640245363559,-1.9091964,3.3800201,8.660254,2021:12:23:16:42:43.559
106,1640245363589,-2.5194445,2.6386197,8.999813,2021:12:23:16:42:43.589
107,1640245363605,-2.6733541,2.6194558,9.037541,2021:12:23:16:42:43.605
108,1640245363625,-2.3224165,2.682337,9.046525,2021:12:23:16:42:43.625
109,1640245363641,-2.2505522,2.7446196,8.933338,2021:12:23:16:42:43.641
110,1640245363665,-1.7169592,3.1536474,8.68361,2021:12:23:16:42:43.665
111,1640245363690,-1.0007112,3.2404835,8.98544,2021:12:23:16:42:43.690
112,1640245363703,-1.0683835,3.7597036,8.693192,2021:12:23:16:42:43.703
113,1640245363722,-2.1685069,2.888947,8.452446,2021:12:23:16:42:43.722
114,1640245363745,-2.7116816,2.893738,8.862672,2021:12:23:16:42:43.745
115,1640245363763,-2.5625632,3.2644384,8.962084,2021:12:23:16:42:43.763
116,1640245363786,-2.4188344,2.8841562,8.485384,2021:12:23:16:42:43.786
117,1640245363805,-1.7025864,3.3602576,8.881836,2021:12:23:16:42:43.805
118,1640245363825,-1.4091402,3.1776023,8.702773,2021:12:23:16:42:43.825
119,1640245363844,-1.842123,3.0961561,8.914773,2021:12:23:16:42:43.844
120,1640245363869,-1.7498971,3.4758394,9.528016,2021:12:23:16:42:43.869
121,1640245363888,-2.259535,3.6249578,8.494966,2021:12:23:16:42:43.888
122,1640245363910,-2.7733653,2.9614103,8.9243555,2021:12:23:16:42:43.910
123,1640245363926,-2.5475914,2.2679193,9.613055,2021:12:23:16:42:43.926
124,1640245363945,-2.8362465,2.282891,8.929146,2021:12:23:16:42:43.945
125,1640245363970,-3.206348,1.6858181,8.575214,2021:12:23:16:42:43.970
126,1640245363991,-2.3505633,2.8506196,9.32979,2021:12:23:16:42:43.991
127,1640245364008,-1.8265524,2.576337,9.593891,2021:12:23:16:42:44.008
128,1640245364027,-2.0187895,1.9648913,9.131564,2021:12:23:16:42:44.027
129,1640245364045,-2.1391623,2.0373545,8.900999,2021:12:23:16:42:44.045
130,1640245364070,-2.6679642,1.4504622,9.546581,2021:12:23:16:42:44.070
131,1640245364090,-3.1913762,0.7575701,9.145937,2021:12:23:16:42:44.090
132,1640245364107,-2.917693,0.9881349,8.829734,2021:12:23:16:42:44.107
133,1640245364126,-1.9373432,1.7049818,9.772954,2021:12:23:16:42:44.126
134,1640245364155,-2.480518,0.9402253,8.8914175,2021:12:23:16:42:44.155
135,1640245364172,-2.5571733,1.1468353,9.655575,2021:12:23:16:42:44.172
136,1640245364191,-2.7781563,1.1468353,9.169293,2021:12:23:16:42:44.191
137,1640245364208,-3.1243029,0.2760789,9.613055,2021:12:23:16:42:44.208
138,1640245364232,-3.21054,0.48328778,9.075271,2021:12:23:16:42:44.232
139,1640245364254,-2.691919,0.5838979,9.226186,2021:12:23:16:42:44.254
140,1640245364272,-2.5044727,1.2480444,9.537598,2021:12:23:16:42:44.272
141,1640245364292,-3.013512,0.69947976,9.080061,2021:12:23:16:42:44.292
142,1640245364312,-3.3836133,1.1857619,9.442976,2021:12:23:16:42:44.312
143,1640245364331,-3.2446756,1.1564173,9.1225815,2021:12:23:16:42:44.331
144,1640245364354,-3.023094,0.6563611,9.471124,2021:12:23:16:42:44.354
145,1640245364372,-2.811693,0.3533331,9.065688,2021:12:23:16:42:44.372
146,1640245364394,-2.9703934,0.69947976,9.381891,2021:12:23:16:42:44.394
147,1640245364414,-3.6093874,0.49766067,9.424412,2021:12:23:16:42:44.414
148,1640245364435,-3.7297602,0.63240635,9.499869,2021:12:23:16:42:44.435
149,1640245364455,-3.2925854,0.670734,8.712356,2021:12:23:16:42:44.455
150,1640245364473,-2.6769474,1.1085078,9.357937,2021:12:23:16:42:44.473
151,1640245364493,-2.5907102,1.074971,9.339372,2021:12:23:16:42:44.493
152,1640245364513,-2.706292,0.8629711,9.513643,2021:12:23:16:42:44.513
153,1640245364533,-3.1482577,1.0366434,9.58431,2021:12:23:16:42:44.533
154,1640245364554,-3.0662127,0.44436127,9.240559,2021:12:23:16:42:44.554
155,1640245364576,-3.023094,0.82943445,10.353258,2021:12:23:16:42:44.576
156,1640245364595,-2.802111,0.57431597,8.542276,2021:12:23:16:42:44.595
157,1640245364611,-2.4523711,2.200846,9.49927,2021:12:23:16:42:44.611
158,1640245364638,-2.0391512,2.518247,8.881836,2021:12:23:16:42:44.638
159,1640245364657,-2.9715912,0.47849685,8.509338,2021:12:23:16:42:44.657
160,1640245364675,-2.5002806,1.2624172,10.253846,2021:12:23:16:42:44.675
161,1640245364707,-2.6350265,1.5558633,8.844107,2021:12:23:16:42:44.707
162,1640245364727,-2.1738968,0.2760789,9.532806,2021:12:23:16:42:44.727
163,1640245364746,-2.4954898,0.3964517,9.759179,2021:12:23:16:42:44.746
164,1640245364770,-2.3032527,1.2719991,9.121983,2021:12:23:16:42:44.770
165,1640245364790,-2.1062245,0.9402253,9.659767,2021:12:23:16:42:44.790
166,1640245364813,-2.0295691,0.059288096,9.490287,2021:12:23:16:42:44.813
167,1640245364835,-2.0295691,0.3964517,8.806378,2021:12:23:16:42:44.835
168,1640245364852,-1.7073773,0.8971067,9.008796,2021:12:23:16:42:44.852
169,1640245364857,-2.3415804,1.1085078,8.999813,2021:12:23:16:42:44.857
170,1640245364879,-2.2313883,1.4983718,9.207022,2021:12:23:16:42:44.879
171,1640245364903,-2.0391512,1.2240895,9.19744,2021:12:23:16:42:44.903
172,1640245364921,-2.043942,0.30482465,9.63162,2021:12:23:16:42:44.921
173,1640245364939,-2.0295691,1.1228806,9.641202,2021:12:23:16:42:44.939
174,1640245364964,-2.3224165,1.6091627,9.093836,2021:12:23:16:42:44.964
175,1640245364987,-1.8660778,2.2104278,9.334581,2021:12:23:16:42:44.987
176,1640245365005,-1.952315,1.479208,9.357937,2021:12:23:16:42:45.005
177,1640245365023,-1.8612869,1.8493094,9.19744,2021:12:23:16:42:45.023
178,1640245365053,-1.2989483,2.2391737,9.282479,2021:12:23:16:42:45.053
179,1640245365072,-1.4480668,2.0181906,9.58431,2021:12:23:16:42:45.072
180,1640245365089,-1.1881573,1.7439084,9.348355,2021:12:23:16:42:45.089
181,1640245365109,-1.6211401,1.7343265,9.560954,2021:12:23:16:42:45.109
182,1640245365121,-2.0008235,1.2959539,8.947711,2021:12:23:16:42:45.121
183,1640245365139,-2.043942,1.6762362,9.353146,2021:12:23:16:42:45.139
184,1640245365160,-1.9235693,1.1516263,8.678819,2021:12:23:16:42:45.160
185,1640245365186,-1.3276939,1.0318524,9.905304,2021:12:23:16:42:45.186
186,1640245365203,-2.0822697,0.19942358,9.834637,2021:12:23:16:42:45.203
187,1640245365222,-2.9620092,-0.108994275,8.759068,2021:12:23:16:42:45.222
188,1640245365241,-2.269716,-0.13294905,10.475428,2021:12:23:16:42:45.241
189,1640245365262,-2.2745068,-1.0420332,10.074784,2021:12:23:16:42:45.262
190,1640245365285,-2.0774786,-1.4899876,10.079575,2021:12:23:16:42:45.285
191,1640245365319,-2.0822697,-0.32997715,9.4196205,2021:12:23:16:42:45.319
192,1640245365338,-2.4859078,-0.45514092,8.867463,2021:12:23:16:42:45.338
193,1640245365356,-3.187783,-1.5331063,10.046637,2021:12:23:16:42:45.356
194,1640245365374,-3.6010032,-0.8162593,9.985552,2021:12:23:16:42:45.374
195,1640245365401,-3.505184,-1.1767788,9.702287,2021:12:23:16:42:45.401
196,1640245365417,-2.875173,-0.6863046,10.338885,2021:12:23:16:42:45.417
197,1640245365440,-1.8660778,0.2425422,8.792006,2021:12:23:16:42:45.440
198,1640245365459,-1.8564959,1.0270615,9.641202,2021:12:23:16:42:45.459
199,1640245365465,-2.1253884,0.80547965,9.324999,2021:12:23:16:42:45.465
200,1640245365489,-2.4236255,0.81506157,9.71666,2021:12:23:16:42:45.489
201,1640245365504,-3.0386646,-0.0077853054,9.574728,2021:12:23:16:42:45.504
202,1640245365524,-3.3704383,-0.09941236,9.131564,2021:12:23:16:42:45.524
203,1640245365545,-3.4710484,0.32877943,9.622039,2021:12:23:16:42:45.545
204,1640245365572,-2.9380543,0.61803347,9.523225,2021:12:23:16:42:45.572
205,1640245365591,-2.764981,0.13654228,9.4525585,2021:12:23:16:42:45.591
206,1640245365609,-2.0151963,-0.05090392,9.84362,2021:12:23:16:42:45.609
207,1640245365634,-2.903919,-0.7629599,8.608152,2021:12:23:16:42:45.634
208,1640245365655,-2.7452185,0.4204065,9.032751,2021:12:23:16:42:45.655
209,1640245365679,-2.894337,0.44915223,8.580006,2021:12:23:16:42:45.679
210,1640245365700,-2.889546,-0.349141,9.362728,2021:12:23:16:42:45.700
211,1640245365717,-2.375117,0.60306174,9.211813,2021:12:23:16:42:45.717
212,1640245365744,-1.8852416,0.9641801,9.324999,2021:12:23:16:42:45.744
213,1640245365762,-0.90010107,1.4211177,9.02796,2021:12:23:16:42:45.762
214,1640245365785,-0.44316354,2.518247,9.121983,2021:12:23:16:42:45.785
215,1640245365804,-0.294045,2.397874,8.721338,2021:12:23:16:42:45.804
216,1640245365809,-1.5726317,1.7918179,9.414829,2021:12:23:16:42:45.809
217,1640245365835,-2.6104727,0.73301643,9.792117,2021:12:23:16:42:45.835
218,1640245365855,-3.1153197,0.6078527,9.980762,2021:12:23:16:42:45.855
219,1640245365874,-2.9901562,0.5168245,9.63162,2021:12:23:16:42:45.874
220,1640245365894,-2.6296365,1.0318524,9.707078,2021:12:23:16:42:45.894
221,1640245365920,-1.6882135,2.4607553,9.692705,2021:12:23:16:42:45.920
222,1640245365940,-0.8995022,3.3410938,11.697122,2021:12:23:16:42:45.940
223,1640245365961,-0.53958154,2.2295916,10.824569,2021:12:23:16:42:45.961
224,1640245365978,-0.15989819,2.6434107,12.423551,2021:12:23:16:42:45.978
225,1640245366005,-0.24134447,1.3109256,11.121608,2021:12:23:16:42:46.005
226,1640245366024,-1.6253322,2.1235917,9.023169,2021:12:23:16:42:46.024
227,1640245366045,-1.3947674,4.0633307,8.532695,2021:12:23:16:42:46.045
228,1640245366067,-0.98154736,3.8848674,9.768163,2021:12:23:16:42:46.067
229,1640245366069,-1.740914,1.8397275,9.060898,2021:12:23:16:42:46.069
230,1640245366090,-0.85638356,3.0236928,9.178875,2021:12:23:16:42:46.090
231,1640245366109,-0.9090841,3.4854212,8.079949,2021:12:23:16:42:46.109
232,1640245366136,-1.5630498,2.9464386,9.20223,2021:12:23:16:42:46.136
233,1640245366153,-1.6253322,2.2200098,10.796422,2021:12:23:16:42:46.153
234,1640245366175,-2.5386083,0.9258525,9.37231,2021:12:23:16:42:46.175
235,1640245366200,-3.2356927,3.2500656,6.7312946,2021:12:23:16:42:46.200
236,1640245366219,-2.1253884,4.5729685,7.193622,2021:12:23:16:42:46.219
237,1640245366236,-3.3794215,2.7973201,8.34405,2021:12:23:16:42:46.236
238,1640245366266,-3.0769923,1.5804169,8.51413,2021:12:23:16:42:46.266
239,1640245366284,-1.8223603,0.771943,12.211551,2021:12:23:16:42:46.284
240,1640245366304,-2.2888796,-0.8354232,11.522851,2021:12:23:16:42:46.304
241,1640245366323,-2.3415804,1.9601003,5.141895,2021:12:23:16:42:46.323
242,1640245366351,-1.4522588,3.504585,8.108096,2021:12:23:16:42:46.351
243,1640245366372,-1.7648689,0.006587566,9.513643,2021:12:23:16:42:46.372
244,1640245366388,-1.3899764,0.5551522,9.390875,2021:12:23:16:42:46.388
245,1640245366410,-1.0390388,2.2104278,8.409926,2021:12:23:16:42:46.410
246,1640245366417,-1.4857956,-0.17606768,9.400456,2021:12:23:16:42:46.417
247,1640245366442,-2.158925,0.8677621,9.971179,2021:12:23:16:42:46.442
248,1640245366461,-0.65935546,1.3252985,9.381891,2021:12:23:16:42:46.461
249,1640245366485,-1.1498297,1.2384624,9.428603,2021:12:23:16:42:46.485
250,1640245366501,-0.7845192,1.5366995,9.551372,2021:12:23:16:42:46.501
251,1640245366525,-1.3420669,1.479208,9.565744,2021:12:23:16:42:46.525
252,1640245366550,-1.9858518,0.85818017,8.77344,2021:12:23:16:42:46.550
253,1640245366568,-2.475727,1.3444623,9.867575,2021:12:23:16:42:46.568
254,1640245366586,-3.432122,0.90189767,9.155519,2021:12:23:16:42:46.586
255,1640245366611,-2.9614103,2.4320097,8.494966,2021:12:23:16:42:46.611
256,1640245366637,-1.4576486,3.702212,8.414718,2021:12:23:16:42:46.637
257,1640245366653,-1.7510948,3.0668113,9.971179,2021:12:23:16:42:46.653
258,1640245366669,-2.7170715,2.8649924,8.570423,2021:12:23:16:42:46.669
259,1640245366675,-3.2410824,3.5530934,6.5989447,2021:12:23:16:42:46.675
260,1640245366700,-2.9620092,2.494292,9.961597,2021:12:23:16:42:46.700
261,1640245366720,-3.8848674,0.65157014,14.86634,2021:12:23:16:42:46.720
262,1640245366740,-3.4668562,1.8061908,9.282479,2021:12:23:16:42:46.740
263,1640245366755,-1.8666767,4.2316127,8.094322,2021:12:23:16:42:46.755
264,1640245366782,-1.943332,2.0133996,12.730172,2021:12:23:16:42:46.782
265,1640245366804,-3.2219186,1.7097728,11.6450205,2021:12:23:16:42:46.804
266,1640245366824,-2.8086987,3.827376,6.7546506,2021:12:23:16:42:46.824
267,1640245366842,-3.091964,3.8848674,7.066063,2021:12:23:16:42:46.842
268,1640245366870,-4.3849235,1.6426994,8.759068,2021:12:23:16:42:46.870
269,1640245366892,-3.8561215,1.4354905,9.051315,2021:12:23:16:42:46.892
270,1640245366910,-2.774563,1.7439084,8.702175,2021:12:23:16:42:46.910
271,1640245366932,-2.5439982,1.4552532,9.838829,2021:12:23:16:42:46.932
272,1640245366954,-2.7170715,2.090055,8.68361,2021:12:23:16:42:46.954
273,1640245366972,-3.2650373,2.6529925,8.603361,2021:12:23:16:42:46.972
274,1640245366994,-3.8992403,5.3862333,6.887001,2021:12:23:16:42:46.994
275,1640245367017,-2.7170715,8.341056,9.183666,2021:12:23:16:42:47.017
276,1640245367021,-0.8378186,2.2583375,8.25422,2021:12:23:16:42:47.021
277,1640245367040,-3.2219186,1.7343265,7.8439946,2021:12:23:16:42:47.040
278,1640245367062,-2.4385972,2.4368005,10.579631,2021:12:23:16:42:47.062
279,1640245367089,-2.5104616,2.1433544,9.636412,2021:12:23:16:42:47.089
280,1640245367106,-2.3134334,3.0332747,8.9243555,2021:12:23:16:42:47.106
281,1640245367138,-1.5396938,3.3752294,7.853576,2021:12:23:16:42:47.138
282,1640245367160,-1.1983382,2.7829473,8.438073,2021:12:23:16:42:47.160
283,1640245367177,-0.059288096,3.0620205,8.669237,2021:12:23:16:42:47.177
284,1640245367197,0.5222143,3.0141108,8.372197,2021:12:23:16:42:47.197
285,1640245367217,0.349141,2.388292,9.169293,2021:12:23:16:42:47.217
286,1640245367238,-0.45873415,2.6194558,7.8487854,2021:12:23:16:42:47.238
287,1640245367259,-1.3282928,1.6953999,8.490175,2021:12:23:16:42:47.259
288,1640245367283,-1.5786203,3.0763934,9.075271,2021:12:23:16:42:47.283
289,1640245367284,-0.44436127,3.5435116,8.739903,2021:12:23:16:42:47.284
290,1640245367305,1.0791631,2.576337,9.216603,2021:12:23:16:42:47.305
291,1640245367323,1.2091178,2.9566195,9.961597,2021:12:23:16:42:47.323
292,1640245367349,-1.4390837,1.4306996,9.324999,2021:12:23:16:42:47.349
293,1640245367366,-3.9237938,2.2343826,9.49927,2021:12:23:16:42:47.366
294,1640245367393,-4.096867,3.9381666,9.121983,2021:12:23:16:42:47.393
295,1640245367417,-2.2271962,5.5018153,8.947711,2021:12:23:16:42:47.417
296,1640245367433,-0.30482465,6.1659617,7.933825,2021:12:23:16:42:47.433
297,1640245367453,0.14672306,6.4258714,7.896096,2021:12:23:16:42:47.453
298,1640245367474,-1.0737733,5.5838604,8.763858,2021:12:23:16:42:47.474
299,1640245367500,-1.5157391,5.2754426,8.588988,2021:12:23:16:42:47.500
300,1640245367517,-2.0780776,4.505895,7.8439946,2021:12:23:16:42:47.517
301,1640245367534,-2.2703147,2.7637835,11.583936,2021:12:23:16:42:47.534
302,1640245367566,-1.4630386,5.376652,8.424299,2021:12:23:16:42:47.566
303,1640245367585,-0.77134407,6.2138715,6.0144477,2021:12:23:16:42:47.585
304,1640245367603,-1.7373208,6.0024705,6.679193,2021:12:23:16:42:47.603
305,1640245367623,-2.7506082,4.3807316,9.805891,2021:12:23:16:42:47.623
306,1640245367633,-1.9672867,5.8725157,8.348842,2021:12:23:16:42:47.633
307,1640245367651,-1.9577048,4.2938952,6.6510463,2021:12:23:16:42:47.651
308,1640245367670,-2.7020998,4.6065054,8.857881,2021:12:23:16:42:47.670
309,1640245367692,-1.2749934,2.5811281,9.900513,2021:12:23:16:42:47.692
310,1640245367720,0.36411273,1.9744732,8.263803,2021:12:23:16:42:47.720
311,1640245367738,0.66654193,1.7439084,9.178875,2021:12:23:16:42:47.738
312,1640245367765,0.6234233,1.3540442,10.183179,2021:12:23:16:42:47.765
313,1640245367781,-0.3329715,1.7199535,9.88614,2021:12:23:16:42:47.781
314,1640245367797,-1.0055021,1.9505184,11.465958,2021:12:23:16:42:47.797
315,1640245367827,-0.12636149,2.7302468,8.372197,2021:12:23:16:42:47.827
316,1640245367847,0.445559,3.0668113,8.754276,2021:12:23:16:42:47.847
317,1640245367868,-0.22218063,2.8266647,8.551858,2021:12:23:16:42:47.868
318,1640245367885,-2.4619532,3.297975,8.706965,2021:12:23:16:42:47.885
319,1640245367888,-2.3128345,2.922484,10.126885,2021:12:23:16:42:47.888
320,1640245367920,-0.808474,3.509975,8.3961525,2021:12:23:16:42:47.920
321,1640245367938,-0.078451924,3.3267207,7.948198,2021:12:23:16:42:47.938
322,1640245367956,0.16708463,3.293184,8.226073,2021:12:23:16:42:47.956
323,1640245367975,-0.078451924,2.898529,9.150728,2021:12:23:16:42:47.975
324,1640245368002,-0.5204177,3.1584384,9.754389,2021:12:23:16:42:48.002
325,1640245368019,0.24373995,3.0668113,10.631134,2021:12:23:16:42:48.019
326,1640245368040,0.70067745,3.191975,9.943032,2021:12:23:16:42:48.040
327,1640245368058,0.32099414,4.3615675,8.070367,2021:12:23:16:42:48.058
328,1640245368084,0.027548004,2.917693,8.706965,2021:12:23:16:42:48.084
329,1640245368103,0.21499419,4.144777,7.4954524,2021:12:23:16:42:48.103
330,1640245368123,0.3545308,3.3602576,9.145937,2021:12:23:16:42:48.123
331,1640245368148,-0.121570535,1.9457275,12.154658,2021:12:23:16:42:48.148
332,1640245368168,-0.3138077,2.9512296,10.008908,2021:12:23:16:42:48.168
333,1640245368189,0.14312984,4.260359,8.25422,2021:12:23:16:42:48.189
334,1640245368214,0.08983044,4.515477,7.05169,2021:12:23:16:42:48.214
335,1640245368228,0.16229367,3.3602576,9.339372,2021:12:23:16:42:48.228
336,1640245368234,0.39764944,3.7890482,9.37231,2021:12:23:16:42:48.234
337,1640245368254,-0.38567203,3.6926303,8.4764,2021:12:23:16:42:48.254
338,1640245368280,0.54676795,3.6441216,9.608264,2021:12:23:16:42:48.280
339,1640245368298,1.3684171,2.888947,8.301531,2021:12:23:16:42:48.298
340,1640245368316,1.0414343,3.509975,7.5283904,2021:12:23:16:42:48.316
341,1640245368349,-0.9288468,3.3458846,9.54179,2021:12:23:16:42:48.349
342,1640245368367,-0.91447395,4.1639404,10.032264,2021:12:23:16:42:48.367
